family,file,sha256,fmt,n_vars,n_clauses,n_vars_used,ratio,len_min,len_max,len_mean,len_hist,all_w1,size_kb,staged
ms_random/ms_random/abrame-habet/max3sat/70v,s3v70c900-2.cnf,5a96b3a8fc1cb9ab874f9bf2a193efdbc191553ec1da71c6e904aa8c1caff3cb,cnf,70,900,70,12.857,3,3,3.0,3:900,True,10.7,data/mse16/ms_random/abrame-habet/max3sat/70v/s3v70c900-2.cnf
ms_random/ms_random/abrame-habet/max3sat/70v,s3v70c1100-3.cnf,1773470ffbbbe65728e3df6fedb246c99644bf5c35c1fcb1662f7b04b88ff980,cnf,70,1100,70,15.714,3,3,3.0,3:1100,True,13.0,data/mse16/ms_random/abrame-habet/max3sat/70v/s3v70c1100-3.cnf
ms_random/ms_random/abrame-habet/max3sat/70v,s3v70c1300-4.cnf,c348d8477780edba071accfc7fb7e6c7b621bdfbabbabb0cd93e564c2132c9bd,cnf,70,1300,70,18.571,3,3,3.0,3:1300,True,15.5,data/mse16/ms_random/abrame-habet/max3sat/70v/s3v70c1300-4.cnf
ms_random/ms_random/abrame-habet/max3sat/70v,s3v70c1500-5.cnf,ac62908dc992d46daec55d7d4ef5790a945be89ae9ba92f8d3cea6be213e77cb,cnf,70,1500,70,21.429,3,3,3.0,3:1500,True,17.8,data/mse16/ms_random/abrame-habet/max3sat/70v/s3v70c1500-5.cnf
ms_random/ms_random/abrame-habet/max3sat/90v,s3v90c700-1.cnf,1822e2c8189642f6d7ed43ec2743256d82b2adabab60e0594f6ed2dc754d964c,cnf,90,700,90,7.778,3,3,3.0,3:700,True,8.4,data/mse16/ms_random/abrame-habet/max3sat/90v/s3v90c700-1.cnf
ms_random/ms_random/abrame-habet/max3sat/90v,s3v90c800-6.cnf,cf0d89bf1d402726e6fcab2a74a429e24184252ec4fd38a81b103d1d08ba1dd7,cnf,90,800,90,8.889,3,3,3.0,3:800,True,9.6,data/mse16/ms_random/abrame-habet/max3sat/90v/s3v90c800-6.cnf
ms_random/ms_random/abrame-habet/max3sat/90v,s3v90c1000-4.cnf,303bb061118d9e7575db2385a52936149a67e1607282c70863860aee53cc5c54,cnf,90,1000,90,11.111,3,3,3.0,3:1000,True,12.0,data/mse16/ms_random/abrame-habet/max3sat/90v/s3v90c1000-4.cnf
ms_random/ms_random/abrame-habet/max3sat/90v,s3v90c1200-2.cnf,0ce9dc0602d7a53dea117db67cde49f8b3fd97e6edc5b0a597ccd7836f029658,cnf,90,1200,90,13.333,3,3,3.0,3:1200,True,14.4,data/mse16/ms_random/abrame-habet/max3sat/90v/s3v90c1200-2.cnf
ms_random/ms_random/abrame-habet/max3sat/90v,s3v90c1300-7.cnf,9176041eea86c210afe3abfa775692b40239a91cb9f6d2ea4a194d1004ec6dc0,cnf,90,1300,90,14.444,3,3,3.0,3:1300,True,15.6,data/mse16/ms_random/abrame-habet/max3sat/90v/s3v90c1300-7.cnf
ms_random/ms_random/highgirth/3sat,HG-3SAT-V250-C1000-1.cnf,a32bc865ffb7e54080943b3a63977be3c1af8921a74efcd4fb319a6736b5bd04,cnf,250,1000,250,4.0,3,3,3.0,3:1000,True,13.9,data/mse16/ms_random/highgirth/3sat/HG-3SAT-V250-C1000-1.cnf
ms_random/ms_random/highgirth/3sat,HG-3SAT-V250-C1000-2.cnf,1ebb6148e0850425e52308a3654f2bf15ba55a0802bc1bf8d389cbfd4536ff73,cnf,250,1000,250,4.0,3,3,3.0,3:1000,True,13.9,data/mse16/ms_random/highgirth/3sat/HG-3SAT-V250-C1000-2.cnf
ms_random/ms_random/highgirth/3sat,HG-3SAT-V250-C1000-9.cnf,6ec283d84fffec50f6c8ba116b84916fde589d4689759cf28b6870a213421d3c,cnf,250,1000,250,4.0,3,3,3.0,3:1000,True,13.9,data/mse16/ms_random/highgirth/3sat/HG-3SAT-V250-C1000-9.cnf
ms_random/ms_random/highgirth/3sat,HG-3SAT-V300-C1200-2.cnf,720e533d313e63495be5fa78d649c4816ace5749a6d24a1943e7f5f129bcaa9d,cnf,300,1200,300,4.0,3,3,3.0,3:1200,True,17.0,data/mse16/ms_random/highgirth/3sat/HG-3SAT-V300-C1200-2.cnf
ms_random/ms_random/highgirth/3sat,HG-3SAT-V300-C1200-9.cnf,ee34ae792e9a18d72adb37d4d1243c200565aed0dcef417ec12c4bd9ca47d67a,cnf,300,1200,300,4.0,3,3,3.0,3:1200,True,17.0,data/mse16/ms_random/highgirth/3sat/HG-3SAT-V300-C1200-9.cnf
ms_random/ms_random/highgirth/4sat,HG-4SAT-V100-C900-14.cnf,a2a2398970456c02edf1a31a1196c6f826e14ad88bd7c50596600bd2f785ac91,cnf,100,900,100,9.0,4,4,4.0,4:900,True,13.9,data/mse16/ms_random/highgirth/4sat/HG-4SAT-V100-C900-14.cnf
ms_random/ms_random/highgirth/4sat,HG-4SAT-V150-C1350-10.cnf,2fddde81461adcf1a67fe2461b88c063fac6b0bdc2fc3208fbdcb5e4be892945,cnf,150,1350,150,9.0,4,4,4.0,4:1350,True,22.6,data/mse16/ms_random/highgirth/4sat/HG-4SAT-V150-C1350-10.cnf
ms_random/ms_random/highgirth/4sat,HG-4SAT-V150-C1350-17.cnf,2d441f0e7f2c1600fca172f2ae51c27d4ca0431ab7e29743fb120bfbedad9713,cnf,150,1350,150,9.0,4,4,4.0,4:1350,True,22.6,data/mse16/ms_random/highgirth/4sat/HG-4SAT-V150-C1350-17.cnf
ms_random/ms_random/highgirth/4sat,HG-4SAT-V150-C1350-23.cnf,33d50f4ce410183ed8446c92089f80d99e4406cf913128c6bea9547d9b0e113f,cnf,150,1350,150,9.0,4,4,4.0,4:1350,True,22.6,data/mse16/ms_random/highgirth/4sat/HG-4SAT-V150-C1350-23.cnf
ms_random/ms_random/highgirth/4sat,HG-4SAT-V150-C1350-9.cnf,5a7ce713e9dfc8e406e7d726336a49b712224e037d4c885b2fdcc3514624d32b,cnf,150,1350,150,9.0,4,4,4.0,4:1350,True,22.6,data/mse16/ms_random/highgirth/4sat/HG-4SAT-V150-C1350-9.cnf
